_ - value	_ - itemLabel
4GyvHXnvKDjmMjMQJmsOTy	Anders Jormin
3ZOPuKRTLKcRKyhZ8zESC2	Anders Näslund
3jK9MiCrA42lLAdMGUZpwa	Anderson .Paak
7JcbMGZdMZ5yJeDSp1Csyd	Anders von Düben the Younger
2WwrGZ3U8iBzzP2pOuRUcF	Anders Wesström
4ZgY2pumPsq9z3kNxGTDef	Anders Widmark
7MnEOC6vXcGp5P8RiFrlCm	And Hell Followed With
6OAueBADydAjR5lP5NqTvv	And One
1c4rxrxy8eDLvMVL1DTiBe	Andra Day
5q6Gbfgcj9opF4nTQsKVco	András Fejér
24K6LTZFqBAvKsorwK0iXd	András Schiff
3yqDlJ3CJ7ke94UNVqKE7n	Andrea Álvarez
3EA9hVIzKfFiQI0Kikz2wo	Andrea Bocelli
56WwKhBsxrWjpwXvJVLAjZ	Andrea Echeverri
3VmMw22C6Yt9rM2T8tcZKU	Andrea Marcon
38OAcLGrQhsIy6eQ0ubv6p	Andrea McEwan
7wO0Zf6mROeMV4cQiu8O9Y	Andrea Ramolo
5ZHdPTW1cR0FD0HMBY0Zd3	Andreas Aleman
6quRLJ5SiWHgcVMoE9TEJj	Andreas Bourani
5RWAZmYoG3gGg3VubQrMmf	Andreas Düben
4YGDK3P9bHV64SnThE7cdw	Andreas Eklöf
2jOrXWLS6glQInQ2hhT5SM	Andreas Hallén
58aaJfg4PVM8a0n8seRZ2i	Andreas Randel
2LnE7uKchgVW2Uv7vzwixZ	Andreas Scholl
3IOUX2zimWLnlS0kRyJQJq	Andreas Staier
5bjf9C5OEBZvfC8t6ahk7H	Andrea Tarrodi
05bzFIFL9lOTJKsnpzjwGh	André Charlet
1vSmMOIio7pSeoovanBJ4x	André Chini
3tAICgiSR5PfYY4B8qsoAU	Andrés Calamaro
5fScvvoMedGuROhiQuwjtz	Andrés de Segurola
6mSr0b2XyjjnLONbcmOqeu	Andrés de Segurola
4uSftVc3FPWe6RJuMZNEe9	Andrew Bird
2qiN7C6MoDKUmkEGZpuToZ	Andrew Carwood
3IaOjT4uvherNQzpFMKiEu	Andrew Lawrence-King
6YVQX2N8puDVWKE1StJVqn	Andrew Litton
0MPbAeGQj0YatrUMdY2KEr	Andrew Manze
716ZwtZBmwROBXcFmCzfdM	Andrew McMahon
1HYNk3B7EsRPIqAOACgjK1	Andrew Peterson
1UtBjqMZBAmqIPlDrKu7Tr	Andrew Rayel
5omCjH0phptEBl1o0CggN7	Andrew Staples
4YJR4xviDKHoelt9WKHlBa	Andrew W.K.
75u6Cy33C6KiDqwF3i8oWg	Andrey Gubin
2rD3Z1FkYweibi2JBELfgD	Andrian Ivanov
3TDr1UPQkOwhWN2IbuxdYL	Andriëtte Norman
48ZMcpo8gIUdfKRrGbAzAY	Andrzej Sikorowski
3FTxQTEzrX6tcJYSlsdUle	Andy Bell
2oX42qP5ineK3hrhBECLmj	Andy Grammer
1q8BvOdpOtapWOIgO26sOn	Andy Hui
1TMrnxBwZfmfRxsGzkNIHw	Andy Mineo
5degr7YEZCg2wsjmumNQ71	Andy Tielman
4sj6D0zlMOl25nprDJBiU9	Andy Williams
4VhEs0xRqmIysn0tdTyLR1	Anegats
37561fPR6pVMtyLd3eOFys	Anette Olzon
7hmwyQifkGl8GgOMVJZvW0	Angaleena Presley
0KvOhVnNqJ8oZdh4NctII3	Ange Fandoh
5pLMWE1tVs9C7F9Qqauo44	Angela Gheorghiu
3KtQFp8FUbQMx3bLNKCw3R	Angela Hewitt
4Mc04BaSLDJJPY6FgkhFJf	Ángel Corpa
629IF7GEeID925sFE29cSn	Angelcorpse
5CuuZ2ZYcRmrb40SLP3nTe	Angèle Arsenault
3aKoUd44IrrqOa6Rzn9Ybq	Angèle Dubeau
3yxeKJjrlR5ZFzLFx5cql4	Angelika Kirchschlager
51qUDJb5AtQX6jIL4VJx6M	Angélique Kidjo
2kTpFiwLIvFMrZaPsisi8H	Angelit
3Eeb1U0VJTDaFpBHV4DmHl	Angelo Badalamenti
0Mk9ZcGpHG2i0csio7bDcS	Angelo Persichilli
33XTgiMGZUjMR6SnwE2qUy	Ángel Parra
7xklw3WodFZiNNmQt3DIgp	Angels & Airwaves
7Coo58A8U3BCpCl4nQ3pda	Angelspit
3bnPBquC93vbHmamojAf59	Angelus Apatrida
3ahVFszO9ucf8JQLCNQeYA	Anggun
6VJqy1YyzrK4ZhgGs9cNTy	Angie Martinez
7IAXZaLTb6nkJr8RmVPn5y	Angra
0CmNFJWXb5LNYTf3Tnd3jZ	Angy Fernández
1LyBzpPETr29vnZjvUIttH	Anhayla
7zsTaSj1Q4jSCjbj5GtmoN	Aníbal Troilo
0AiTwNtYX8m4uhfU7rJ8RD	Ani DiFranco
0pgdGQY61Yb7kJ4lKfYTig	Aniello Desiderio
4kwxTgCKMipBKhSnEstNKj	Animal Collective
1T35Bs8JTxdDOprE4fXf8W	Animetal
2mcJ23guBaJ3g8i8Hjjw6E	Anita Lindblom
3JIRLDbCJ55I5nevDYiasK	Anita Lipnicka
39ecyH2zKHPZhVpJQUpWJQ	Anita Livstrand
4M5ZGKw4RN3FlGuUhovwmO	Anita Mui
5QGnprJtpZmk3OiDqspPlB	Anita O'Day
7FNnA9vBm6EKceENgCGRMb	Anitta
16FHSzGFvrPLGSMSryzgDT	Anja Harteros
5VXRZIJc3wm6lGrXY1diIn	Anja Rupel
7rIRlSQHs32UUqR9qqBzLb	Anke Vondung
4c0CmlfLtocEfBgq5w289e	Ankhara
4pakX8KlqYikz7lJWBA0dV	Anmol K.C.
5kOwMqoAYEX24YgxEZP6K7	Anna Abreu
0YSxCnmIwDDphTykhROUWe	Anna Akana
0SkumaAJaEXnKpKOAFUlEt	Anna Caterina Antonacci
7N2biZo3ZkV3neSqK64JSb	Anna Cederberg-Orreteg
6mB7S9U5pYT983t2bVzmED	Anna Depenbusch
3hkOwPeGLYPraanLOYiYWV	Anna Eriksson
7ut1C1LwI3wViBaHXjnTjn	Anna Eriksson
1vDdrzIDP3PpH3hhUmDiM4	Anna Falchi
1bNiPK3IaQZcD8nLNxiRHA	Anna Ihlis
73DX6DhqQE4gi6p8XhPeAJ	Anna Kast
6xfqnpe2HnLVUaYXs2F8YS	Anna Kendrick
7JHMKzBLaE2q2gaZZsepqr	Anna-Lena Löfgren
2zqiqY2dNBrtSOVvo4QNOZ	Anna-Lisa Baude
2VYim3GU3XQzELd8U4KdIF	Annalisa Ericson
49MhEXYycGHSAmmy8GiBio	Anna Maria Jopek
5zDUidkda0GoYHu2vMr3G2	Anna Meredith
5moBlpk9BYtujdRW6VLepL	Anna Netrebko
1mSJCvDX0W7Dn7S9C6vmvI	Anna of the North
6Hly7A8KsiiIDP6TW6j2SV	AnnaSophia Robb
6xSTQT32ZxLQPe37QIC308	Anna Ternheim
1eiXrvua27VlWgZ9kiaIn6	Anna von Hausswolff
1EVBGepHM8tqpiN3Bf76N6	Ann Duquesnay
4bAsmozSfvwPmObx4U5Vzw	Anne Germain
6cpoDoZk09kIPIKWfyCI8P	Anne Gjevang
2qYQQqPX6gwfwznMOOFE38	Anneke van Giersbergen
2SaBsj0JFwJUnERe3vTTCE	Anneke van Giersbergen
6TZqJnkAytY8HFQBEdDF8v	Anneke van Giersbergen
6j9OUxLipuMLVonavrtP52	Anneli Drecker
1zNqDE7qDGCsyzJwohVaoX	Anne-Marie
23xqmJEN3oVxwzqtNIyR5m	AnnenMayKantereit
0zlcjsK96GUvkESkrJaNpQ	Anne Savage
4pFlv4QVInj7bAo0MqHpwW	Anne Sofie von Otter
6pzfUmBsQAKxOhy0NSi8zn	Anne-Sophie Mutter
2EU2y1i4XAmpDJbgMjwcmH	Annette Dasch
3ECxfxbxwRMTXdy1I5HWJq	Annette Moreno
47BW49QXQACePCSloInO1T	Annex String Quartet
1fcqnw6jnShQiCUzsu7mLI	Ann Hallenberg
5wHvUotfxzSccrzX9x9g6e	Ann Hampton Callaway
1Z2SX5nxUSaKl62uweEHVE	Annick Massis
3qkV6gvoRmKLMuRFuBd2Ot	Annie Cordy
5MspMQqdVbdwP6ax3GXqum	Annie Lennox
53rc6pkiasAEVxO1VPpVOy	Annie Ross
5bIsDEpGuOQ6VpLzqFOyth	Anni-Frid Lyngstad
44aOM1DNwPKGb0ticurbPT	Anniina
7f4HimNNpPUrIy44E6PeZb	Ann-Louise Hanson
23l24ONKq0y3feuY9qXOmz	Ann Miller
0Bwt1B6EdOHjjOTxlHbtR1	Annotations of an Autopsy
1g9zG323vBvafWMplgUEQx	Ann Sally
7fFBPIX9jiTjhYQSJAhS8N	AnoGhan
6VJZYivuYJGCrPuOAnI7Qo	Anohni
4kCZ5nyurc9eIqLJfUcW0Y	anonymous
35y6unM66rGPWHTRFNrqKS	anonymous
1hLFppCfgvSTH9C6ftWOoU	Anorexia Nervosa
6ltVunYjAAD70YtVO6rxvX	Anouk
1EGCJLdTQxP8UIA4MWr6Nx	Anoushiravan Rohani
4MNbQKHGfYqQ2wwfRUyCSg	Ansambel Roka Žlindre
20tJhHf2ZXYLYPwryuLFLO	Ansambl Ace Stepića
3kBrUZAp2FVhkN5bcTu0QL	Antal Doráti
5wBrgZigt8RFVrcARWc9bD	Anthony Holborne
31uRSQuvfsbgC9PiTN1uVX	Anthony Okotie
1yh5Hu9NGJRypZKcer4vLV	Anthony Rolfe Johnson
5eWbdoIDCRxrPyiv7TEtw8	Anthony Rother
4RY3NgehEZbhh1rI1zVnM4	Anthony Shakir
1HORQCHE3Q4m0tAKiRsIAB	Antilopen Gang
4d9JpfcHasCoPlXmjSD048	Antipope
1jsdJUGU7nnOvwu9cDnK5r	Antoine Daniel
2bM3j1JQWBkmzuoZKu4zj2	Anton Bruckner
487BD3BElFsHOGt0grKXM5	Antonello da Caserta
20vdU8J0ShYJ6B0QVJRjWT	Anton Hagman
6n7nd5iceYpXVwcx8VPpxF	Antonín Dvořák
1cJYZCqOPzIhYf3VekKtGW	Antonino Votto
66DfDCITtbXcmQnQfOMPqZ	Antonio Birabent
3pO5VjZ4wOHCMBXOvbMISG	Antônio Carlos Jobim
41FlKs0WylkvCuESMw4HDi	Antonio Maria Abbatini
71ZkFRxbUaC9OFrTHTYHPh	Antonio Meneses
0xHw5qPRSEc8sUmSmXf5sw	Antonio Pappano
5bVI5nXGQv5M3t4wDTvgai	Antonio Ruiz Pipó
4zAMiCvE5KTXuTHxi56cPE	Antonio Salieri
2QOIawHpSlOwXDvSqQ9YJR	Antonio Vivaldi
2OJaTm0rPZVyMA5k5s8vbh	Antoni Wit
4zBSN7OzdsGmKIdLPzXueB	Anton Nanut
5OxZlTBJUvInZphOUW3VY5	Anton Schneider
1JGPJLOCQBTWy5sJIbUSKW	Anton Urspruch
6cg7ooZDeSSLYVTWGpASjX	Anton Webern
2rNNTi3VWGeOeUq6zFO2TC	Antti Siirala
54CMkgIraCOO9pSRfPKiKt	Antti Tuisku
29mfdxVkB3bcvQKYbWC6lR	AN TY
0U8k7A7exNraVR7goI7X8G	Anubis Gate
11MshpkCdNNVyv5iZ1EvAl	Anu Komsi
2lVt84gtfIzbSMugOiSyBg	Anurag Maurya Actor
0maNhqGx60ucjS4UaAH6cP	Anvil
2u4xMsh0M2B7R8Wb3pEWae	anıl piyancı
7JbBmfOwEH5JnrcLI5pXlg	Ao Hibiki
2MpCDbGU66x0pDfCRESqmZ	Aoi Fuji
7br8Vs9CRHVqcHsrW4XYUb	AP
3fmmBqHHE11uCx5ygBJQRd	Apartment Khunpa
1fd3fmwlhrDl2U5wbbPQYN	Apashe
6sI2xtAYwMDhMpbrBTtY2I	Apeksha Dandekar
4DFhHyjvGYa9wxdHUjtDkc	A Perfect Circle
6kBDZFXuLrZgHnvmPu9NsG	Aphex Twin
5VR2NQf3Y8Hmh8iHS6bXYx	Apichai Tragoolpadetgrai
0z2qB3ax4eN9prr67A6bei	Apina
4Lm0pUvmisUHMdoky5ch2I	Apocalyptica
64qsbZn2w42kGEHQWsjgdP	Apócrýphos
4PvsnfDgOlkiAHQJNGk1ie	Apolinar Brull Ayerra
28jtkRu3dDOf9VXrsx5kgB	Apollo Braun
5Z0iqcw165EZJ9pXyr2q2x	Apollo Braun
3TMwr5EBwTiYZ3RTRCBKIj	Apostolos Angelis
40Ojab0UtVQFjA76qXr8Ot	Apparat
739AuFSVMsDpObOcslwJRI	April Rain
5T1SV4cg358in0jXNzjarm	ÅR&DAR
7zKFwhYAGA2KuM0cgEo7Rs	Arabella Steinbacher
7hQmAXAzWI6D350VTgkKTG	Arash
6OO01j5rLKCyPg4i3FuzIT	Árbol
4SQdUpG4f7UbkJG3cJ2Iyj	Arca
3kjuyTCjPG1WMFCiyc5IuB	Arcade Fire
2DG9aIMzcln3w7SIVGGnmg	Arcadi Volodos
5dmMpIyAVaH6b9FLFgWPrF	Arcangelo Corelli
0DCw6lHkzh9t7f8Hb4Z0Sx	Arch Enemy
0OUDisK30P3N8qRzMn2yjT	Arctica
7Ln80lUS6He07XvHI8qqHH	Arctic Monkeys
2p347ia1JdtX6K0y2whgsg	Arditi
1A6VSPPUJADy9l9nHcGFG5	Arditti Quartet
5LLUmbTFyu7rOa75EdRQcY	Areski Belkacem
7nwUJBm0HE4ZxD3f5cy5ok	Aretha Franklin
0ICn3Cbc4mMeLmTvwnqXYu	Aria
66CXWjxzNUsdJxJ2JdwvnR	Ariana Grande
2dTieljE0C4ydCdUPIPLRW	Ariel Ramírez
5kXK8waG1JeBQ8b5leWNSu	Ariel Rot
5YgEGhZBAKGG9tcBQIDFkc	Aries Spears
4YRxDV8wJFPHPTeXepOstw	Arijit Singh
16XberediOtO5CaMrx85cR	Arik Einstein
0c09mxGbMHuFLpPJMY6JdA	Arion
6nSwMSz1vsa5qaCjHsEd96	Aris San
4nX0hvH3Q0bQUhi6Hf9TJJ	Aristide Hignard
6m9H8196ol9Lm6ipGhcmLr	Arjan van Baest
7eoFSuG70jwEpxd1LdKNxK	Arja Saijonmaa
1SmoNrg25CpsCHk0LxcFIG	ArkAngel Monarchy
0WT2KXSIMI6lrbPCn65POK	Arkhon Infaustus
6AJ9HQ2Ptp1WWEfBFvR5fF	Arkona
3h7RaVXBvdSNa7LXQtVYqH	Armandinho
5lODCkFdEtpPn3YxfmyLfT	Armando Manzanero
0DDOvrV9wGcN6EPZU2KeRK	Armas Järnefelt
0SfsnGyD8FpIN4U4WCkBZ5	Armin van Buuren
4ug41UGuMZzlV2hJOrOqHN	Armored Saint
1uoIMan63vDCljDjCo4XDH	Armstrong Gibbs
3JXnjuv4hBqQKOVzJg74Lt	Army of Lovers
0kg7oDpSOP5V6IClysbqEp	Arnaud Fleurent-Didier
5wqVsgytbj3k4QtfUmrwP6	Arne Hülphers
4LeyV5fXpqGRiEsMm1dXCB	Arne Mellnäs
4QsuzR3mlNOZqmhvyPKFME	Arne Nordheim
5O9XX7XWvcRlIpLyCF4fkQ	Arne Sunnegårdh
3qu7PRI4DKHhf9vo4rXXxn	Arnold Bax
5U827e4jbYz6EjtN0fIDt9	Arnold Schoenberg
1NU9Em6e8dDo36Js6nEo3t	A Rocket to the Moon
282pZbUjGDNtm0l8KfYB7i	ArsMagna
13Ov9e4L31XObzpyyxbqHV	Arthur Ancelle
3HbYuCFRHmbFH1spvdBL0j	Arthur Bliss
5SzhmeaEDqBp01QL9Rj3xn	Arthur Fagen
3JoLtqe2DxDnMSNOf5lT5m	Arthur Ozolins
1jK7F6jheJ08CowHGDW6IN	Arthur Sullivan
28DlNBW2UlEVVgTuCcYtTe	Art of Dying
1pnc1rFXhts0K5ZnihzFKU	Art Tatum
0AK0qOs8ykb6CsaYks1xwK	Arttu Lindeman
4HspmSf8SAId14Sdad6QJU	Artur Erikson
7E4cRI1huJcwAoEWdMkWgr	Arturo Alejandro Teran
0eQTutigtSNq6DmsYU9hPS	Arturo Benedetti Michelangeli
3DpmW7lNHXehsNnaiGxuKV	Arturo Colautti
0s5ttOBD95lZpHPjX9rntR	Artur Rolén
0sKxyYSSismlrBk2cIyYPd	Artur Rolén
0mVpWDLWdc7t13qs29vnEv	Artur Schnabel
5psOob04AlhfFtI8i7edkO	Arven
2X5EU4KKKUtkSNj5GekaEE	Arvid Niclas von Höpken
4deEW6BgSpkv27rlhKW2wk	Arvid Ödmann
2P6ygesd9xg5DPOBnda2jg	Arvo Pärt
33KrTrTHCzijH0gxLZXCiK	Aryan Ashik
5uiqjsC8hkQCvdVMrUuUyw	Arzu Görücü
5RWmMNXgrpLlb2Cy9DQ6nx	Asami Kado
6E8srNkKVpKMDM5L4QPn6K	Åse Hedström
5as8A4G47Ohu9NSWs3Je8U	Asha Bhosle
5ZEdu90EK5q6kuwQH8Uthj	Ashanthi
0N6WSq24PJijqRUmYsvXbr	Ash-B
0QfN9sktPuJC5ayqVxlYDO	Asher Monroe
7nyLigsJ4LWLqVvMrSlQf7	Asher Monroe
1yNLeUMAzOBA4q3Zki0hjz	Ashes Of Ares
6fmVG1KjVilXPkZ9x9UG8Z	Ashkan Kooshanejad
4hqDqHtBlgxXpLXVYf7c8L	Ashlee Simpson
77ZyDi3WOcyp4Yxa9HFV62	Ashley Slater
3uAZQWPMvD19hIhFI6TWgN	Ashley Wass
0OsaXgQySTFHGxLum50a8K	Ashnaia
1dzmENiF8Sa6dnnJJ0k8gN	ASHS
7HO5HS3yeokRBGVC4nSKIb	A Silent Film
2fYdUIUPS7aDdWCzb8Aw2k	Aşkın Nur Yengi
3D9xlymkbZDrMXvWWn7AQI	Asli Demirer
30Ns8wCbxSPz2L1tnSypTG	As Lions
7cWnPCnFKYKg5W0JKaf118	ASP
6mRUAVgtCmxhokqmzeUjGb	A Spectre Is Haunting Europe
7ncSeJV3xl2Q2HnWvllj4B	Assaf Amdursky
1DIhzWVvxGDkL3hvX2sqny	Astafix
6oCxgUP6Vdx3YIJb59Ia0L	Aster Aweke
7dsugSamBB7enWE2IrlbFg	Astor Piazzolla
1tI4CdWenvkD4nGhP8efBQ	Astral Waves
3MDsnjqnEd5TJaYsuacX1I	Astrid Lindgren
3AVfmawzu83sp94QW7CEGm	Astrid S
3dUltShd2gJQc98Kc7Syit	Astrix
3QFXxlWMDSRABMc79TKS5U	Astronaut Ape
5rX2c1zow6hCph8PnnU3kF	Astrud Gilberto
109DXBNtpYRi35I7lQ8QOm	AstrØWilk
5pjjlQXYjoMFWdjdKOre9s	Asuka Ōkura
3Iaqeh9frfFUhYme1hAgct	Asuman Krause
49cht9n59NXoBFK1gIolXJ	Asu Maralman
7rVsiFwBEEmTNoStle68F3	Âşık Veysel Şatıroğlu
7jPZUFoxkZhwe5W8ZCRHZW	Atari Kasedi
68KmkJeZGfwe1OUaivBa2L	Ateez
42vg2T0Xg9yPaAgogJzoQH	Atlas Genius
2fqgzLpPOMc7GMw9qcOfQT	Atli Örvarsson
6pqvOCqzJlsUWlVjeHBw0v	Atmos
1GAS0rb4L8VTPvizAx2O9J	Atmosphere
79cRXV6cNr3RXgjuFaFEDC	Atomik Harmonik
74ZHOTPP0eWWe9kLt8jHbP	A Touch of Class
3LkSiHbjqOHCKCqBfEZOTv	Atreyu
09hVIj6vWgoCDtT03h8ZCa	A Tribe Called Quest
6GG20OTy4Wp0Q4CV1zXelx	Attentat Rock
6YXarbjg36ODFPez0PnOlD	At the Gates
5HARKwnZLNQBeUGsTHX2AM	Atticus Ross
0jM4IKp6YlTxq8tNDH9fX3	ATTLAS
6008NLdFDTZWAXHewORIL2	At War
22rVIFpjlQGme9i7lMnfQx	AU
5F4ObszoeVebqtc0B3XqJa	Audiomachine
034U1R2MFFyWqINSd5wFMU	Audrey Henry
16eV2TebyEhqaDRFEZJ9h8	Audrey Hepburn
5IDqJro387wT83pKwZaOM4	Audrey Napoleon
7eG7fQzZwW0SbQDuz9N5Qy	Auggie Velarde
6DTM5UxuIOfLBAjvd73hLi	August Melcher Myrberg
6zLrTBWM82b88QI9kLg2fS	August Söderman
5xy1knm3iwNaZeqVBJCif7	August Strindberg
5mnS9jJdKQQcRSqFu5YPVe	Auliʻi Cravalho
6aL1rrZhW8oP4ghoNnT9Pt	Aurela Gaçe
0zkNidYy9GbSYRZvtzinnE	Aurèle Nicolet
13uz3gpWYLtGoLFICF1WcY	Aurelio Sellés
2ZCG1aukcb5fjBDgizvDbD	Aurelio Voltaire
75lPfGiZ6x0pFKz5oYfBXx	Auri
7ek5peFyCfGVk2pn7WJBjN	Auriel Andrew
1WgXqy2Dd70QQOU7Ay074N	Aurora
3GnMrfvoW6rrZxbau2b6fu	Aurora Beltrán
5SDjeVjcT8OArcVd6Yu6a9	Auryn
3Rwlus4QnnBSnTe8pJV0rw	Austin Wintory
1o43SzzuLoyOxqThmp7s0g	Austra
6WH1V41LwGDGmlPUhSZLHO	Autechre
007ODsEyzcHgc3VFAYM6uI	Autiomaa
6hR8mUd2yyHFazoCuweiIJ	Autopsy
34SOSFNyU3herb4ul6dBW9	Ava Gardner
4npEfmQ6YuiwW1GpUmaq3F	Ava Max
1Ih0fEQQsy9EeAJbYEeQRa	Avantasia
4jpaXieuls7LVzG1uma5Rs	Avatar
3Ml08labSmGMt18bu9EzX8	A Veil of Water
1ykv0Sj5zVtIq2dqYh5ZCf	Avenger of Blood
4yUNLlKTUo2BIGnSZYK9D3	Aveparthe
4oXIo9igQVX3VYhG8kWot2	Avery Allan Watts
3enCzTq8Wl0uVwZlKf3cUD	AVG
1vCWHaC5f2uS3yhpwWbIA6	Avicii
4KDxYlnGZEiS60pAnfZf4W	Ávine Vinny
0p4nmQO2msCgU4IF37Wi3j	Avril Lavigne
2dwdtOjnNg7wIZoUpPjY5m	Awake Again
312w29rqto67W0NTxD91gz	Awie
3YssC2nSK0lcFc793GjwWI	Awi Rafael
3SmyWs7ou3udD8gtM0Z6Vx	Awkwafina
4njdEjTnLfcGImKZu1iSrz	Awolnation
0vPYFG3gmhyCgsnHboqSX0	Axeela
6ubwBBbrPnNb2Dbi3rxro7	Axegressor
0il86oS73LDWKEE1zls70h	Axel
32x1uogH2zajP85pzZAtuE	Axel
6cMrwTQbyvzwGo1FKQuROr	Axel
0a4ipE788xrmQZIYwUERaa	Axel Malm
0AzKJ0RcHdlOtQfTHbn3la	Axel Raoul Wachtmeister
0xaFTuEh2FHejKuZ7dQMSz	Axel Södersten
17SbyuORYGTVnrvJ0Tf2MJ	Axis of Advance
4OwTy6OQqnI4D2OdB6KLBD	Axl Hazarika
2XnBwblw31dfGnspMIwgWz	Axwell Λ Ingrosso
3i2cfgYBlN8krGOtCqEYHj	Aya Hirano
2elW0LtvW7wtgObGfNlH25	Aya Korem
7IlRNXHjoOCgEAWN5qYksg	Aya Nakamura
6ah4EXcWZfJKeYzsDkrkSl	Aybüke Poçan
6wCGl1NcdS0sKSlp8RKWOl	Aygün Kazımova
6hy0av4iyLkMHQZjoBFmLP	Ayhan Sicimoğlu
74VZuXJwRTaBExjMhYBYi4	Ayla Dikmen
17Ax2Mq0nn4I5PtBp4ieFW	Aylin Aslım
1Jx9NS6PLxRIVCCv0NxGjA	Ayna
76dd7UmbJfUt96rJsDkww6	Ayoe Angelica
2RSApl0SXcVT8Yiy4UaPSt	Ayreon
4BTJnYa0TMqVLjAJ0yFoOE	Ayria
0dq9yNDjlqHSCSzME0uIug	Ayşe Saran
457nwUldk400eeh8gUsUDi	Aytaç Doğan
3ABivHBm6ULD624ig1lgOg	Ayten Alpman
7M702jyqFGHWkjT4bpkXjV	Ayub Bachchu
1f8646DgHta6Gl3eLxZTdk	Ayub Ogada
3Mvc8kRgr8LRYYgvFmlZqn	Ayumi Hamasaki
3yNkKjNBiX09eHZ4EQ3lJY	Azaleh
5FjTtbpfWj8SBN3SGjkY0W	Azam Ali
7gRhy3MIPHQo5CXYfWaw9I	Azealia Banks
4SPvdqkhRp1ARWJvxByVuA	Aziz Ansari
7DjFCpDVox82ZOM0STpwCj	Azize Gencebay
2b36WdwmHUEMPpvFjhcIdu	Azmyl Yunor
7yvHtuNexUtCcH3gz9yjVw	Azra
5cfwQHc25w8JNzcXfxLNy5	Azu
4T38FoRrXf1NF7wAFKWQn1	Azulenrosa
5WNBVQVRTM9mtwwfkUEVgQ	Azuma Lim
6kxCoNfY6U1eP0Yc88phvk	B.A.P
5xLSa7l4IV1gsQfhAMvl0U	B. B. King
5ndkK3dpZLKtBklKjxNQwT	B.o.B
3evYBShzBGbWvsSMARSqD4	B. Tommy Andersson
66I0uUVKgpOPlEjTiy87nm	B12
49z6oAiD2RpyUf5yLJs7Nf	Baaba Maal
25fqWEebq6PoiGQIHIrdtv	Baauer
7vOUjiR1Z7l0UwmglY6XLA	Babak Amini
0iMvs2xig8hcY8LdFCSHKZ	Babak Jahanbakhsh
3aVoqlJOYx31lH1gibGDt3	Babyface
5GolQU57CCP3fKTwWgcm8D	Baby Jey
725KKhVCSCQbYkZBptBTfg	Baby K
0wSYSd2XXq7CCcDmL1QfTR	Bacharach and David
1k5RJDGUmOagyuNhkJVE55	Bacharach and David
5q4AzEtCoYJyXjMMoEkSU5	Bachman–Turner Overdrive
6rs1KAoQnFalSqSU4LTh8g	Back Number
5rSXSAkZ67PYJSvpUpkOr7	Backstreet Boys
47T694aNABbLrqSh4Di7Xj	BACKWHEN
3qK4sactKaQTzj92BUspsR	Badass Wolf Shirt
65dGLGjkw3UbddUg2GKQoZ	BadBadNotGood
1oVj9JmPUPg4SQ2uerV2xc	Bad Brains
27sJOP3QjNbw349IrcROwj	Badem
244fcyNSuyhbRlMGfMbYrO	Badly Drawn Boy
0YhUSm86okLWldQVwJkLlP	Bad Suns
4U80LJd8sG6U9YTFP5izka	Bae Suzy
6fXEqmGQEt6ONuqVmwrN46	Bag Raiders
13IlxTORJkR66qURhVdylQ	Bağzıları
4C50EbCS11M0VbGyH3OfLt	Bahamas
3NMQEyYaKVKd0ZBVJwyAwS	Bahram Nouraei
0deAeus2eNa7Oa8kCD18kC	Baiba Skride
0nQtBlOtqDmZjuSH0Kw6QP	Bai-D
2YcTXkrGXpftY9AR0BKEz0	Bailey Bryan
4Wk0MW9d5uu6WbAgRCuH4O	Bajofondo
18IgOb0ZmilxRMntHctonx	Baldo Martínez
6CyEjBTXQOcfy3ahUgTHra	Balina
588ipCg4LUo5lBp8kAv1Xr	Banda de Pífanos de Caruaru
5SqghR4PmacEuzlpIOQI2k	Bandana
6pr6scAuXM1recaVhecm6F	Banda Uó
5Wh3G01Xfxn2zzEZNpuYHH	Band-Maid
5mAax2pWfiE3iKsV5ebNkL	Bandy Leggz
6gb38G5bZkcuyjJoOjja6Y	Bane Bojanić
1uggMMP7Futv568h9oKCPq	Bangs
2xe8IXgCTpwHE3eA9hTs4n	Banks
3bWdqOEkgKiSmVnHZM2feN	Banks & Steelz
5GiIZUZKiHlKBl0ZRnkLVu	Banzai
3Nk5i5yzKcaBCo85U2wz9n	Barbara Carroll
6SY4hPB2QITF4kQUui96EP	Barbara Cook
31w2b8kSHRah6MzNgK02lL	Barbara Frittoli
0FSmB8Kk0WSSi3pphae5w7	Barbara Strozzi
4P50YH9GHjydDBKdNVbPy4	Barbara Thornton
30bn1fOLSBWwFEShHn89qN	Barbie Bones
7jmTilWYlKOuavFfmQAcu6	Barbra Streisand
7urXjli8ptr8Y8Z0XLtiJ9	Barbro Hörberg
3mKqIEF3Coa2rNT4ojEh8Q	Barcelona
3LGbl9g4WoXxvn846PNBbO	Bargou 08
5d4OBefznVCyJlbYIJS7at	Barn Burner
1FsIueYNx1HXyiGvw2xGKm	Barobax
3KdXhEwbqFHfNfSk7L9E87	Baroness
3MKwHkhEjcvzva2rasZeWD	Barrett Strong
3zN0UC4AHTKnAtOw2Lkecg	Barry Badpak
3alW3LYQS8K29z8C8NSLIX	Barry Manilow
3rfgbfpPSfXY40lzRK7Syt	Barry White
